src_ip,dst_ip,src_mac,dst_mac,protocol,src_port,dst_port,packet_size,tcp_flags,is_modbus,modbus_function_code,modbus_length,error_code,packet_type,mean_interarrival_time,std_interarrival_time,min_interarrival_time,max_interarrival_time,median_interarrival_time,interarrival_time_entropy,interarrival_time_skew,interarrival_time_kurtosis,mean_packet_size,std_packet_size,min_packet_size,max_packet_size,median_packet_size,packet_size_entropy,packet_size_skew,packet_size_kurtosis,tcp_syn_rate,tcp_fin_rate,tcp_rst_rate,tcp_psh_rate,tcp_ack_rate,tcp_urg_rate,unique_src_ips,unique_src_macs,arp_anomaly_score,error_rate,modbus_rate,function_code_entropy,recon_error,is_anomaly,pos_sum,neg_sum,ig_explanation,most_important_features
0.0869565217391304,0.1818181818181817,0.3333333333333333,0.2857142857142858,0.0,0.9707744314689613,0.0068070067609096,0.0081521739130435,0.6399999999999999,0.0,0.0,0.0,0.0,0.4999999999999999,0.9931696216661264,1.0,0.0,1.0,0.8834493077850538,0.2922591733523778,0.7128605539953998,0.421092032007708,0.0869311125721382,0.4441556992732444,0.0127388535031847,0.970781592403214,0.0071022727272727,0.3219583579697564,0.8875914652338075,0.6687861309898254,0.0,0.0,0.2,0.5,1.0,0.0,0.8333333333333333,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N/A,N/A
0.0434782608695652,0.0454545454545454,0.3333333333333333,0.2857142857142858,0.0,0.9988168408113092,0.0068070067609096,0.0509510869565217,0.9599999999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.9986156387523348,0.0,1.0,1.0,0.2922591733523778,0.7132689055044186,0.421784952043638,0.0870406896047921,0.4440971281507159,0.0127388535031847,0.970781592403214,0.0071022727272727,0.3219583579697564,0.8875727927567406,0.6687953517880704,0.0,0.0,0.2,0.5,1.0,0.0,0.8333333333333333,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N/A,N/A
0.0,0.0,0.0,0.0,0.0,0.0068070067609096,0.9988168408113092,0.0298913043478261,0.6399999999999999,0.0,0.0,0.0,0.0,0.0,0.5817272665317985,0.5983273711738019,0.0,0.6606801085583983,0.731917428127312,0.2922591733523778,0.806128392886241,0.6313776654883969,0.0870406896047921,0.4440971281507159,0.0127388535031847,0.970781592403214,0.0071022727272727,0.3219583579697564,0.8875727927567406,0.6687953517880704,0.0,0.0,0.2,0.5,1.0,0.0,0.8333333333333333,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N/A,N/A
0.0869565217391304,0.1818181818181817,0.3333333333333333,0.2857142857142858,0.0,0.9788260602335588,0.0068070067609096,0.2350543478260869,0.9599999999999996,0.0,0.0,0.0,0.0,0.4999999999999999,0.5826654853962786,0.5981465263856715,0.0,0.6606801085583983,0.731917428127312,0.2922591733523778,0.8062769149835786,0.6316634001518266,0.0976331360946745,0.4465126750289759,0.0127388535031847,0.970781592403214,0.0071022727272727,0.3797760760686438,0.866809298576311,0.6226642169643305,0.0,0.0,0.2,0.5,1.0,0.0,0.8333333333333333,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N/A,N/A
0.0869565217391304,0.1818181818181817,0.3333333333333333,0.2857142857142858,0.0,0.9788260602335588,0.0068070067609096,0.972826086956522,0.6399999999999999,0.0,0.0,0.0,0.0,0.4999999999999999,0.5821651020018891,0.5982580892680031,0.0,0.6606801085583983,0.731917428127312,0.2922591733523778,0.8061422835498664,0.6314403807376576,0.149061290086931,0.59334089403894,0.0127388535031847,0.970781592403214,0.0142045454545454,0.452008786462915,0.7687591045691404,0.3152852060578785,0.0,0.0,0.2,0.5,1.0,0.0,0.8333333333333333,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N/A,N/A
0.0869565217391304,0.1818181818181817,0.3333333333333333,0.2857142857142858,0.0,0.9788260602335588,0.0068070067609096,0.4144021739130435,0.9599999999999996,0.0,0.0,0.0,0.0,0.4999999999999999,0.5819503695073003,0.598306530430011,0.0,0.6606801085583983,0.731917428127312,0.2922591733523778,0.80608243028452,0.6313420966879015,0.1694426181605668,0.6006454054170798,0.0127388535031847,0.970781592403214,0.0142045454545454,0.5657564456998977,0.7402152022758562,0.2687015778325289,0.0,0.0,0.2,0.5,1.0,0.0,0.6666666666666665,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N/A,N/A
0.217391304347826,0.1363636363636363,0.0,0.0,0.0,0.0068070067609096,0.9707744314689613,0.0163043478260869,0.6399999999999999,0.0,0.0,0.0,0.0,0.4999999999999999,0.5698728200993832,0.6004721719100743,0.0,0.6606801085583983,0.5449104406060674,0.2922591733523778,0.8047469930264486,0.6284564752670135,0.1694426181605668,0.6006454054170798,0.0127388535031847,0.970781592403214,0.0142045454545454,0.5657564456998977,0.7402152022758564,0.2687015778325289,0.0,0.0,0.2,0.5,1.0,0.0,0.6666666666666665,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N/A,N/A
0.217391304347826,0.1363636363636363,0.0,0.0,0.0,0.0068070067609096,0.9788260602335588,0.0163043478260869,0.6399999999999999,0.0,0.0,0.0,0.0,0.4999999999999999,0.5910359003994499,0.5973653689071765,0.0,0.6606801085583983,0.731917428127312,0.2922591733523778,0.8047408473106221,0.6302343800932761,0.1676893856381035,0.6025013914769785,0.0127388535031847,0.970781592403214,0.0071022727272727,0.5657564456998977,0.7396578811658407,0.2676276363314083,0.0,0.0,0.2,0.4285714285714286,1.0,0.0,0.6666666666666665,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N/A,N/A
0.217391304347826,0.1363636363636363,0.0,0.0,0.0,0.0068070067609096,0.9788260602335588,0.2065217391304348,0.9599999999999996,0.0,0.0,0.0,0.0,0.4999999999999999,0.3203768614598406,0.2610357184723558,0.0,0.2596435986598324,0.731917428127312,0.4490679020688412,0.6604296101073959,0.3537571912289184,0.1771860618014463,0.597920290395696,0.0127388535031847,0.970781592403214,0.0071022727272727,0.6060499586044238,0.7344946221877018,0.2630489666646109,0.0,0.0,0.2,0.5,1.0,0.0,0.6666666666666665,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N/A,N/A
0.217391304347826,0.1363636363636363,0.0,0.0,0.0,0.0068070067609096,0.9788260602335588,0.046875,0.9599999999999996,0.0,0.0,0.0,0.0,0.4999999999999999,0.28893133740644,0.2609705926137649,0.0,0.2596435986598324,0.5449104406060674,0.4076625195416701,0.6907491836203167,0.3890787534419784,0.1792680254218715,0.5954914111587795,0.0127388535031847,0.970781592403214,0.0230823863636363,0.6060499586044238,0.7354989595051735,0.2647214169851321,0.0,0.0,0.0,0.5714285714285715,1.0,0.0,0.5,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N/A,N/A
