src_ip,dst_ip,src_mac,dst_mac,protocol,src_port,dst_port,packet_size,tcp_flags,is_modbus,modbus_function_code,modbus_length,error_code,packet_type,mean_interarrival_time,std_interarrival_time,min_interarrival_time,max_interarrival_time,median_interarrival_time,interarrival_time_entropy,interarrival_time_skew,interarrival_time_kurtosis,mean_packet_size,std_packet_size,min_packet_size,max_packet_size,median_packet_size,packet_size_entropy,packet_size_skew,packet_size_kurtosis,tcp_syn_rate,tcp_fin_rate,tcp_rst_rate,tcp_psh_rate,tcp_ack_rate,tcp_urg_rate,unique_src_ips,unique_src_macs,arp_anomaly_score,error_rate,modbus_rate,function_code_entropy,timestamp,is_anomaly,anomaly_score,ig_positive,ig_negative,top_5_features,ig_explanation
0.5924283266067505,0.5976167917251587,1.0,2.0,1.0,75.61398315429688,8828.04296875,15.051508903503418,1.8657188415527344,0.5059831142425537,0.46939268708229065,0.2046784907579422,0.2815117835998535,1.0,0.6696381568908691,0.003946151118725538,7.605552673339844e-05,0.01149296760559082,0.00010704994201660156,0.5780921578407288,0.1577829122543335,0.1465940624475479,12.814592361450195,6.227634906768799,5.48145866394043,94.47907257080078,17.88950538635254,0.5515487194061279,0.79571533203125,2.604318380355835,0.028608564287424088,0.8597680330276489,0.16120287775993347,0.6191982626914978,0.7883639335632324,0.18400682508945465,1.8292068243026733,0.639337956905365,0.2507059872150421,0.48940765857696533,0.8626829385757446,0.0,2025-02-19T12:01:41.775306,1,1.0,163.34083557128906,-2.0479232262005098e-05,dst_port=114.054; src_port=49.284; packet_size=0.001; max_packet_size=0.001; mean_packet_size=0.000,"{""src_ip"": 3.5784562442131573e-06, ""dst_ip"": 2.1922753603575984e-06, ""src_mac"": 1.0075487807625905e-05, ""dst_mac"": 1.2605565643752925e-05, ""protocol"": -2.7772894100053236e-06, ""src_port"": 49.28406524658203, ""dst_port"": 114.05440521240234, ""packet_size"": 0.0014349946286529303, ""tcp_flags"": 6.024143658578396e-06, ""is_modbus"": 1.8315006400371203e-06, ""modbus_function_code"": 1.968239985217224e-06, ""modbus_length"": 4.0161381775760674e-07, ""error_code"": 8.235720088123344e-07, ""packet_type"": 3.3668120522634126e-06, ""mean_interarrival_time"": 2.4432390546280658e-06, ""std_interarrival_time"": 6.503308114247375e-09, ""min_interarrival_time"": 2.4071036830441983e-11, ""max_interarrival_time"": -5.0477999558040665e-09, ""median_interarrival_time"": 1.2813727856553214e-10, ""interarrival_time_entropy"": -1.5319992598961107e-06, ""interarrival_time_skew"": 1.8450887750987022e-07, ""interarrival_time_kurtosis"": 2.4766595174696704e-07, ""mean_packet_size"": 3.70268571714405e-05, ""std_packet_size"": 6.140626283013262e-06, ""min_packet_size"": -5.675898137269542e-06, ""max_packet_size"": 0.0008108927868306637, ""median_packet_size"": 2.7688662157743238e-05, ""packet_size_entropy"": 9.084658927349665e-07, ""packet_size_skew"": -2.4613054847577587e-06, ""packet_size_kurtosis"": 3.613411308833747e-06, ""tcp_syn_rate"": -4.353119464894917e-08, ""tcp_fin_rate"": 1.019159526549629e-06, ""tcp_rst_rate"": -7.490117468478275e-07, ""tcp_psh_rate"": -8.641668500786182e-07, ""tcp_ack_rate"": 1.959255087058409e-06, ""tcp_urg_rate"": -3.142601485706109e-07, ""unique_src_ips"": 2.6652960514184088e-06, ""unique_src_macs"": 5.444863973025349e-07, ""arp_anomaly_score"": 5.166591563465772e-07, ""error_rate"": 3.7731302882093587e-07, ""modbus_rate"": 1.5917991049718694e-06, ""function_code_entropy"": 0.0}"
